comment,label,cleaned_text
බැල්ලි උඹට සිංහලෙන් කතා කරන්ඩ වත් අයිතියක් නෑ තෝ හිටපිය පර සුද්දා ට යටවෙලා බැල්ලියේ,harassment,බැල්ලි උඹට සිංහලෙන් කතා කරන්ඩ වත් අයිතියක් නෑ තෝ හිටපිය පර සුද්දා ට යටවෙලා බැල්ලියේ
බැල්ලි තොට හෙටම කොරෝන හැදිල මැරියන්,harassment,බැල්ලි තොට හෙටම කොරෝන හැදිල මැරියන්
බැල්ලි පුකෙ ඇරියම රිදෙනවද.....,harassment,බැල්ලි පුකෙ ඇරියම රිදෙනවද.....
බැල්ලි. තොට. කොරෝනා. හැදිලා. මැරේනවා. තව. සතියකින්. අනිවා,harassment,බැල්ලි. තොට. කොරෝනා. හැදිලා. මැරේනවා. තව. සතියකින්. අනිවා
balliye thoge hutte obapn thadi pollak,harassment,බල්ලියේ තොගේ හුට්ටේ ඔබපන් තඩි පොල්ලක්
බැල්ලියො බිරුවට කදු පාත්වෙන්නෙ නැ .පිස්සො කලබල උනාට දොස්තර කලබල වෙන්නෙ නැ .දැන් එයා බැන්න කියල එයාට ඕන විදිහටද රට ගෙනියන්නේ .රට ගෙනියන්නේ රටේ ඡනාධිපතිට ඕන විදිහට .ඒ වගේ කෑ ගහන එවුන් තමයි ලෝකෙ වටේ මේ වගේ වසංගත ගෙනියන්නේ .අනිව මේකි බල්ලෙක් ට ඡාතකව ඉපදිච්ච එකියක්ද කොහෙද .,harassment,බැල්ලියො බිරුවට කදු පාත්වෙන්නෙ නැ .පිස්සො කලබල උනාට දොස්තර කලබල වෙන්නෙ නැ .දැන් එයා බැන්න කියල එයාට ඕන විදිහටද රට ගෙනියන්නේ .රට ගෙනියන්නේ රටේ ඡනාධිපතිට ඕන විදිහට .ඒ වගේ කෑ ගහන එවුන් තමයි ලෝකෙ වටේ මේ වගේ වසංගත ගෙනියන්නේ .අනිව මේකි බල්ලෙක් ට ඡාතකව ඉපදිච්ච එකියක්ද කොහෙද .
බුදු අම්මෝ ඒක හොදයිලු ඒකෙයි හුත්තියෙ ඔච්චර මිනිස්සු මැරෙන්නෙ.තො කොහෙ හිටියත් කමක් නැ තොගෙ මව් රටට ඔහොම කියන්න එපා .තොගෙත් හුත්තියෙ ඔය අවසාන කාලෙ යන්නෙ ඔන්න බලපන් ඊලගට කොරොනා නිස මැරෙන්නෙ තො හුත්ති .ආතල් එකට ගහපු එකක් හිටලා එකයි අවුල ,harassment,බුදු අම්මෝ ඒක හොදයිලු ඒකෙයි හුත්තියෙ ඔච්චර මිනිස්සු මැරෙන්නෙ.තො කොහෙ හිටියත් කමක් නැ තොගෙ මව් රටට ඔහොම කියන්න එපා .තොගෙත් හුත්තියෙ ඔය අවසාන කාලෙ යන්නෙ ඔන්න බලපන් ඊලගට කොරොනා නිස මැරෙන්නෙ තො හුත්ති .ආතල් එකට ගහපු එකක් හිටලා එකයි අවුල
බුදු දහම සථ්තිය නම් මෙ කපෙ මෙකියට කොරොනා හැදෙන වා.,harassment,බුදු දහම සථ්තිය නම් මෙ කපෙ මෙකියට කොරොනා හැදෙන වා.
බුදුඅම්මෝ එලියට නම් බහින්න එපා.... කොරොනා නොහැදුනොත් Accident එකක් හරි වෙලා හරි මැරෙයි...,harassment,බුදුඅම්මෝ එලියට නම් බහින්න එපා.... කොරොනා නොහැදුනොත් Accident එකක් හරි වෙලා හරි මැරෙයි...
බුදුසරණනින් දෙවිපිහිටෙන් ඔය වේසිට කොරෝන හැදිල ම මැරියන්...,harassment,බුදුසරණනින් දෙවිපිහිටෙන් ඔය වේසිට කොරෝන හැදිල ම මැරියන්...
බෙල්ලි . ඔකිට කොරොන හෙදිලම මරිල පල,harassment,බෙල්ලි . ඔකිට කොරොන හෙදිලම මරිල පල
බොගෙ බෙල්ල කපන්න තිබ්බෙ.,harassment,බොගෙ බෙල්ල කපන්න තිබ්බෙ.
බොම්බා ගහන්න සැලසුම් කරපු තම්බියෙක් නෙද මේ බුරන්නෙ.තොපෙ වල් ජාතිය තමා සක්කිලියො අයෙ පාලනය කරපු වෛරසෙ බෝ කරෙ රට පුරාම.කැරි තම්බි,harassment,බොම්බා ගහන්න සැලසුම් කරපු තම්බියෙක් නෙද මේ බුරන්නෙ.තොපෙ වල් ජාතිය තමා සක්කිලියො අයෙ පාලනය කරපු වෛරසෙ බෝ කරෙ රට පුරාම.කැරි තම්බි
බොලෙ අම්මට හිකුවෙ ඉතලියෙ ජනාදිපතිද,harassment,බොලෙ අම්මට හිකුවෙ ඉතලියෙ ජනාදිපතිද
බෝට්ටුවෙන් පැන්න අවජාතක ගෑනියෙක් කියලා හොදටම පේනවා.,harassment,බෝට්ටුවෙන් පැන්න අවජාතක ගෑනියෙක් කියලා හොදටම පේනවා.
බෝම්බ ගහල මැරෙන උබලට මොන භූමදාන ද හුත්තෝ...මේ ලංකාවේ ඉන්නෙ ලංකාවේ කටයි පුකයි වහන් පාඩුවෙ ඉඳපන්,harassment,බෝම්බ ගහල මැරෙන උබලට මොන භූමදාන ද හුත්තෝ...මේ ලංකාවේ ඉන්නෙ ලංකාවේ කටයි පුකයි වහන් පාඩුවෙ ඉඳපන්
